Company	Title	Location	Seniority	Role Type	Tech Stack	Remote	Portal	URL
Resend	Backend Engineer, Core Sending	Americas / Remote / Full-time	Mid	Backend	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/resend/a95832a8-a2ab-4a63-8303-9989f1fc47d6
WorkOS	Developer Success Engineer	United States & Canada	Mid	Engineering	N/A	No	ashby-api	https://jobs.ashbyhq.com/workos/d0628c8a-bdf2-4027-b899-4e1c42f8d90b
WorkOS	Product Engineer - Enterprise	United States & Canada	Mid	Engineering	N/A	No	ashby-api	https://jobs.ashbyhq.com/workos/d76843a8-2a45-444a-b187-3336b45a7934
WorkOS	Software Engineer - Frontend	United States & Canada	Mid	Frontend	N/A	No	ashby-api	https://jobs.ashbyhq.com/workos/f2674bd8-3062-4cf8-98fb-72cb81dc5d39
WorkOS	Product Engineer - AuthKit	United States & Canada	Mid	Engineering	N/A	No	ashby-api	https://jobs.ashbyhq.com/workos/8317f6f4-3d85-4a9f-bec3-753e4b646fc2
WorkOS	Infrastructure Engineer	United States & Canada	Mid	Engineering	N/A	No	ashby-api	https://jobs.ashbyhq.com/workos/26a54ffa-9465-4d13-bc5f-db41a2bbe505
WorkOS	Brand Designer | Web	United States & Canada	Mid	Design	N/A	No	ashby-api	https://jobs.ashbyhq.com/workos/231f2316-81ac-4585-b754-42aedb22fd12
WorkOS	Software Engineer - Productivity	United States & Canada	Mid	Product (PM)	N/A	No	ashby-api	https://jobs.ashbyhq.com/workos/07a7d732-ac5d-4aab-b4bf-ee89951660c2
WorkOS	Product Engineer - Radar	United States & Canada	Mid	Engineering	N/A	No	ashby-api	https://jobs.ashbyhq.com/workos/10d184bd-7b94-4205-8dc5-d3e3ede9bdc2
WorkOS	Product Engineer - Pipes & Vault	United States & Canada	Mid	Engineering	N/A	No	ashby-api	https://jobs.ashbyhq.com/workos/1269a212-2b49-4e99-a379-fc47f1d76e46
WorkOS	Product Engineer - Feature Flags	United States & Canada	Mid	Engineering	N/A	No	ashby-api	https://jobs.ashbyhq.com/workos/639bcb50-f1dd-4756-aa45-ce176494b4b1
WorkOS	Database Reliability Engineer	United States & Canada	Mid	Data	N/A	No	ashby-api	https://jobs.ashbyhq.com/workos/599978f1-c834-4e42-aa44-23bc47518fad
WorkOS	GTM Engineer	United States & Canada	Mid	Engineering	N/A	No	ashby-api	https://jobs.ashbyhq.com/workos/990c41b1-e3c3-4a75-83c2-ca916899c110
WorkOS	Product Security Engineer	United States & Canada	Mid	Product (PM)	N/A	No	ashby-api	https://jobs.ashbyhq.com/workos/735cc0a0-78d3-4512-9364-fb98921cccbb
WorkOS	GRC Lead	United States & Canada	Lead	Other	N/A	No	ashby-api	https://jobs.ashbyhq.com/workos/5df276ac-04c7-4a89-b816-403b091f7548
WorkOS	Detection & Response, Security Engineer	United States & Canada	Mid	Engineering	N/A	No	ashby-api	https://jobs.ashbyhq.com/workos/f229d715-9c93-4e5a-83cb-15718af99ed5
WorkOS	Systems Engineer	United States & Canada	Mid	Engineering	N/A	No	ashby-api	https://jobs.ashbyhq.com/workos/7757900a-02fb-40fd-b484-923bcffd91bf
WorkOS	Brand Design | Web	United States & Canada	Mid	Design	N/A	No	ashby-api	https://jobs.ashbyhq.com/workos/aff2e0f3-c5e7-47ff-b7c6-50baa9c822aa
Vercel	Design Engineer	Remote - United States	Mid	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5709080004
Vercel	Forward Deployed Engineer, v0	Remote - United States	Mid	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5872425004
Vercel	Senior Product Designer	Remote - United States	Senior	Design	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5735407004
Vercel	Senior Software Engineer, Trust & Safety	Remote - United States	Senior	Engineering	Rust	Yes	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5788954004
Vercel	Senior Technical Engagement Manager	Remote - United States	Senior	Other	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5656954004
Vercel	Site Engineer	Remote - United States	Mid	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5732855004
Vercel	Software Engineer, Backend	Remote - United States	Mid	Backend	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5430088004
Vercel	Software Engineer, CDN Security	Remote - United States	Mid	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5473266004
Vercel	Software Engineer, Compute	Remote - United States	Mid	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5551619004
Vercel	Software Engineer, Lua	Remote - United States	Mid	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/vercel/jobs/5661583004
PostHog	Backend Engineer — Ingestion	Remote (EMEA)	Mid	Backend	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/posthog/3f190a45-7810-47f9-b77d-169b806ea266
PostHog	ClickHouse Operations Engineer 	Remote	Mid	Operations	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/posthog/43dbf072-0fc1-48c9-8c1e-7416db7d4a14
PostHog	Product Engineer	Remote	Mid	Engineering	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/posthog/20ab9628-20ff-4ae3-bd6a-46ae7e9dc6b8
PostHog	Forward Deployed Engineer	Remote	Mid	Engineering	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/posthog/28781aeb-eca4-4713-9a5f-a95b95d5d120
PostHog	Finance Lead	Remote (US)	Lead	Finance	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/posthog/83f7e37b-2f9a-4f2f-9a61-e150052e2b92
PostHog	Backend Engineer — Billing	Remote	Mid	Backend	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/posthog/1803b1de-d33b-4542-8e38-b6c4954cb789
PostHog	Design Engineer 	Remote (EMEA)	Mid	Engineering	N/A	Yes	ashby-api	https://jobs.ashbyhq.com/posthog/f90953aa-c0ce-4e87-8a3b-e9163eea52b9
PlanetScale	Enterprise Support Engineer	Remote - NA, APAC, EMEA	Mid	Support	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/planetscale/jobs/4009926009
PlanetScale	Software Engineer - Information Security	San Francisco Bay Area or Remote	Mid	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/planetscale/jobs/4009938009
PlanetScale	Software Engineer - Insights	San Francisco Bay Area or Remote	Mid	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/planetscale/jobs/4107018009
PlanetScale	Software Engineer - PlanetScale Vitess	EMEA - Remote	Mid	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/planetscale/jobs/4009746009
PlanetScale	Software Engineer - Platform	San Francisco Bay Area or Remote	Mid	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/planetscale/jobs/4036240009
PlanetScale	Software Engineer -  Postgres Internals	San Francisco Bay Area or Remote	Intern	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/planetscale/jobs/4257174009
PlanetScale	Software Engineer - Sharded Postgres (Neki)	San Francisco Bay Area or Remote	Mid	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/planetscale/jobs/4009936009
PlanetScale	Software Engineer - Surfaces	San Francisco Bay Area or Remote	Mid	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/planetscale/jobs/4091110009
Amplitude	AI Tech Partner Lead	Remote - USA	Lead	Other	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/amplitude/jobs/8519031002
Amplitude	Global Agency Lead	Remote - USA	Lead	Other	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/amplitude/jobs/8519347002
Amplitude	Senior Customer Success Architect	Sao Paulo, Brazil	Senior	Support	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/amplitude/jobs/8515055002
Amplitude	Senior Data Engineer 	Vancouver, BC, Canada	Senior	Data	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/amplitude/jobs/8541634002
Amplitude	Senior Technical Success Manager, Emerging Enterprise - West Region	Los Angeles, CA; Portland, OR; Remote - West; San Diego, CA; San Francisco, CA; Seattle, WA	Senior	Other	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/amplitude/jobs/8510035002
Amplitude	Senior Technical Success Manager (Must Speak German & English)	Remote - Germany	Senior	Other	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/amplitude/jobs/8496177002
Amplitude	Senior Technical Success Manager - São Paulo	Sao Paulo, Brazil	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/amplitude/jobs/8510071002
Mixpanel	Senior Account Executive, Enterprise 	San Francisco, US (Remote)	Senior	Sales	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/mixpanel/jobs/7722940
Mixpanel	Senior Product Designer	San Francisco, US (Remote)	Senior	Design	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/mixpanel/jobs/7767652
Mixpanel	Software Engineer, DevInfra	San Francisco, US (Remote)	Mid	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/mixpanel/jobs/7850913
LaunchDarkly	Full Stack Engineer, Experimentation	Remote - US	Mid	Fullstack	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/launchdarkly/jobs/7741981003
LaunchDarkly	Full Stack Engineer, Guarded Releases	Remote - US	Mid	Fullstack	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/launchdarkly/jobs/7694211003
LaunchDarkly	Infrastructure Engineer	Remote - US	Mid	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/launchdarkly/jobs/7655955003
LaunchDarkly	Product Security Engineer	Remote - US West	Mid	Product (PM)	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/launchdarkly/jobs/7736270003
LaunchDarkly	SDK Software Engineer, AI	Remote - US	Mid	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/launchdarkly/jobs/7647797003
LaunchDarkly	Senior Counsel	Remote - US	Senior	Legal	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/launchdarkly/jobs/7747213003
LaunchDarkly	Senior Customer Success Manager	Remote - US	Senior	Support	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/launchdarkly/jobs/7711595003
LaunchDarkly	Senior Enterprise Account Executive - Central	Remote - US Central	Senior	Sales	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/launchdarkly/jobs/7732157003
LaunchDarkly	Senior Manager, IT (Hybrid)	Oakland, California, United States	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/launchdarkly/jobs/7736302003
LaunchDarkly	Senior Manager, Strategic Customer Success	Remote - US	Senior	Support	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/launchdarkly/jobs/7709014003
LaunchDarkly	Senior Product Designer, AI Configs	Remote - US	Senior	Design	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/launchdarkly/jobs/7629005003
LaunchDarkly	Senior Product Designer, Growth	Remote - US	Senior	Design	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/launchdarkly/jobs/7738081003
LaunchDarkly	Senior Solutions Architect	Remote - US	Senior	Other	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/launchdarkly/jobs/6680649003
LaunchDarkly	Staff Engineer – Experimentation Team	Remote - US	Staff	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/launchdarkly/jobs/7703477003
LaunchDarkly	Staff Engineer, Guardian	Remote - US	Staff	Engineering	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/launchdarkly/jobs/7693834003
LaunchDarkly	Technical and Agentic Enablement Lead	Remote - US	Lead	Other	N/A	Yes	greenhouse-api	https://job-boards.greenhouse.io/launchdarkly/jobs/7724911003
Contentful	Data Engineer	Denver, Colorado, United States	Mid	Data	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7544099
Contentful	Manager, Security Engineering 	Boston, Massachusetts, United States 	Manager	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7843632
Contentful	Manager, Security Engineering (Corporate Systems) 	Miami, Florida, United States 	Manager	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7847776
Contentful	 Manager, Security Engineering (Enterprise systems) 	New York City, New York, United States	Manager	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7536576
Contentful	Manager, Security Engineering (Enterprise Systems) 	Hoboken, New Jersey, United States 	Manager	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7847653
Contentful	Manager/Senior Manager, Order to Cash	Denver, Colorado, United States	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7758598
Contentful	Senior Business Intelligence Analyst	Denver, Colorado, United States	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7560356
Contentful	Senior Product Architect	New York, New York, United States	Senior	Product (PM)	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7918643
Contentful	Senior RFP Program Manager	Denver, Colorado, United States	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7759724
Contentful	Senior Solution Architect - Personalization Strategist	Baltimore, Maryland, United States	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/contentful/jobs/7630079
Nubank	AI Native Staff Software Engineer - Insurance	Canada, Toronto; USA, Miami; USA, Palo Alto	Staff	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7950924
Nubank	Design & Construction Senior Specialist 	Brazil, Sao Paulo	Senior	Design	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7940096
Nubank	Digital Affairs & DPO Senior Specialist	USA, Miami	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7891519
Nubank	Lead IT Engineer - Productivity Systems	USA, Durham; USA, Miami; USA, Palo Alto; USA, Washington DC	Lead	Product (PM)	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7890393
Nubank	Lead ML Data Engineer, AI Core	USA, Durham; USA, Miami; USA, Palo Alto	Lead	Data	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7645916
Nubank	Lead Security Engineer (AI) – Product Security	USA, Durham; USA, Miami; USA, Palo Alto; USA, Washington DC	Lead	Product (PM)	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7781098
Nubank	Lead Software Engineer	USA, Palo Alto	Lead	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7707100
Nubank	Lead Software Engineer, AI Agents & Orchestration	USA, Palo Alto	Lead	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7687645
Nubank	Lead Systems Engineer - Traffic Management	USA, Durham; USA, Miami; USA, Palo Alto; USA, Washington DC	Lead	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7890972
Nubank	Model Risk Senior Specialist	Brazil, Sao Paulo	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7431236
Nubank	Principal Engineer, Mobile Platforms 	Brazil, Sao Paulo; USA, Durham; USA, Miami; USA, Palo Alto; USA, Washington DC	Principal	Mobile	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7554184
Nubank	Principal Software Engineer - Credit Card 	Brazil, Sao Paulo; USA, Durham; USA, Miami; USA, Palo Alto; USA, Washington DC	Principal	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7614351
Nubank	Senior Analytics Engineer	Brazil, Sao Paulo	Senior	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7243996
Nubank	Senior Design Manager — AI Private Banker	USA, Palo Alto	Senior	Design	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7356697
Nubank	Senior Media BI Specialist 	Brazil, Sao Paulo	Senior	Other	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7539870
Nubank	Senior Security Engineer - Data Security	Brazil, Sao Paulo	Senior	Data	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7635377
Nubank	Senior Software Engineer	Canada, Toronto	Senior	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7317711
Nubank	Senior Staff Engineer, AI Core	USA, Palo Alto	Senior	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7645958
Nubank	Senior Staff Product Manager - Content Hub	USA, Miami	Senior	Product (PM)	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7859664
Nubank	Senior Staff Systems Engineer - Performance Engineer - JVM	USA, Miami	Senior	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7578918
Nubank	Senior Systems Engineer - Performance Engineer	Canada, Toronto	Senior	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7585309
Nubank	Staff Software Engineer	Canada, Toronto	Staff	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7317710
Nubank	Staff Software Engineer | Credit Cards	Brazil, Sao Paulo; Canada, Toronto; USA, Miami; USA, Palo Alto	Staff	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7742729
Nubank	Staff Software Engineer, Data	USA, Palo Alto	Staff	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7724202
Nubank	Staff Software Engineer | Investments	Brazil, Belo Horizonte; Brazil, Sao Paulo	Staff	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7686613
Nubank	Staff Software Engineer | Loyalty 	Brazil, Sao Paulo	Staff	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7735439
Nubank	Staff Software Engineer | NuPay	Argentina, Buenos Aires; Brazil, Campinas; Brazil, Sao Paulo; Canada, Toronto	Staff	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7769785
Nubank	Staff Software Engineer - PJ	Brazil, Belo Horizonte; Brazil, Sao Paulo	Staff	Engineering	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7904110
Nubank	Tax Senior Specialist (US operations)	USA, Miami	Senior	Operations	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7898759
Nubank	Technical Lead Product Designer - AI Private Banker	USA, Durham; USA, Miami; USA, Palo Alto	Lead	Design	N/A	No	greenhouse-api	https://job-boards.greenhouse.io/nubank/jobs/7383059
Brex	Data Engineer	San Francisco, California, United States	Mid	Data	N/A	No	greenhouse-api	https://www.brex.com/careers/8366850002?gh_jid=8366850002
Brex	Engineering Manager, AI — Brex Assistant	San Francisco, California, United States	Manager	Engineering	N/A	No	greenhouse-api	https://www.brex.com/careers/8393583002?gh_jid=8393583002
Brex	Engineering Manager, Cloud Infrastructure	Seattle, Washington, United States	Manager	Engineering	N/A	No	greenhouse-api	https://www.brex.com/careers/8534621002?gh_jid=8534621002
Brex	Engineering Manager, GTM Engineering 	Vancouver, British Columbia, Canada	Manager	Engineering	N/A	No	greenhouse-api	https://www.brex.com/careers/8367553002?gh_jid=8367553002
Brex	Engineering Manager, Onboarding	Seattle, Washington, United States	Manager	Engineering	N/A	No	greenhouse-api	https://www.brex.com/careers/8461598002?gh_jid=8461598002
Brex	Engineering Program Manager, AI	Seattle, Washington, United States	Manager	Engineering	N/A	No	greenhouse-api	https://www.brex.com/careers/8443298002?gh_jid=8443298002
Brex	People Business Partner Director, Engineering	New York, New York, United States	Director	Engineering	N/A	No	greenhouse-api	https://www.brex.com/careers/8548930002?gh_jid=8548930002
Brex	Senior Application Security Engineer	Remote	Senior	Engineering	N/A	Yes	greenhouse-api	https://www.brex.com/careers/8426273002?gh_jid=8426273002
Brex	Senior Brand Designer	New York, New York, United States	Senior	Design	N/A	No	greenhouse-api	https://www.brex.com/careers/8393510002?gh_jid=8393510002
Brex	Senior Engineering Manager, Acquisition	San Francisco, California, United States	Senior	Engineering	N/A	No	greenhouse-api	https://www.brex.com/careers/8536914002?gh_jid=8536914002
Brex	Senior GRC Lead	New York, New York, United States	Senior	Other	N/A	No	greenhouse-api	https://www.brex.com/careers/8378840002?gh_jid=8378840002
Brex	Senior Manager, Compensation	San Francisco, California, United States	Senior	Other	N/A	No	greenhouse-api	https://www.brex.com/careers/8535366002?gh_jid=8535366002
Brex	Senior Manager, Small Business Partnerships	San Francisco, California, United States	Senior	Other	N/A	No	greenhouse-api	https://www.brex.com/careers/8457349002?gh_jid=8457349002
Brex	Senior Motion Designer	New York, New York, United States; San Francisco, California, United States; Seattle, Washington, United States	Senior	Design	N/A	No	greenhouse-api	https://www.brex.com/careers/8433977002?gh_jid=8433977002
Brex	Senior Security Operations Engineer 	Seattle, Washington, United States	Senior	Operations	N/A	No	greenhouse-api	https://www.brex.com/careers/8339283002?gh_jid=8339283002
Brex	Senior Software Engineer, Frontend	Vancouver, British Columbia, Canada	Senior	Frontend	N/A	No	greenhouse-api	https://www.brex.com/careers/8536763002?gh_jid=8536763002
Brex	Senior Software Engineer, Full Stack	New York, New York, United States	Senior	Fullstack	N/A	No	greenhouse-api	https://www.brex.com/careers/8472634002?gh_jid=8472634002
Brex	Senior Software Engineer, Product 	San Francisco, California, United States	Senior	Product (PM)	N/A	No	greenhouse-api	https://www.brex.com/careers/8461469002?gh_jid=8461469002
Brex	Senior Software Engineer, Product Data Platform	San Francisco, California, United States	Senior	Product (PM)	N/A	No	greenhouse-api	https://www.brex.com/careers/8430182002?gh_jid=8430182002
Brex	Senior Solutions Consultant	New York, New York, United States	Senior	Other	N/A	No	greenhouse-api	https://www.brex.com/careers/8536896002?gh_jid=8536896002
Brex	Software Engineer, Forward Deployed Agent Builder	New York, New York, United States	Mid	Engineering	N/A	No	greenhouse-api	https://www.brex.com/careers/8523177002?gh_jid=8523177002
Brex	Software Engineer II, Backend	San Francisco, California, United States	Mid	Backend	N/A	No	greenhouse-api	https://www.brex.com/careers/8459783002?gh_jid=8459783002
Brex	Systems, Senior Manager	San Francisco, California, United States	Senior	Other	N/A	No	greenhouse-api	https://www.brex.com/careers/8550065002?gh_jid=8550065002
HelloFresh	Backend Engineer, Consumer	Toronto, Ontario, Canada	Mid	Backend	N/A	No	greenhouse-api	https://careers.hellofresh.com/global/en/job/7408822?gh_jid=7408822
HelloFresh	Creative Operations Lead	New York, NY, United States	Lead	Operations	N/A	No	greenhouse-api	https://careers.hellofresh.com/global/en/job/7918184?gh_jid=7918184
HelloFresh	Director, Engineering	Toronto, Ontario, Canada	Director	Engineering	N/A	No	greenhouse-api	https://careers.hellofresh.com/global/en/job/7677387?gh_jid=7677387
HelloFresh	Editorial Operations Lead	Toronto, Ontario, Canada	Lead	Operations	N/A	No	greenhouse-api	https://careers.hellofresh.com/global/en/job/7931631?gh_jid=7931631
HelloFresh	Engineering Manager, Growth	Toronto, Ontario, Canada	Manager	Engineering	N/A	No	greenhouse-api	https://careers.hellofresh.com/global/en/job/7807798?gh_jid=7807798
HelloFresh	Food Safety and Quality Lead	Goodyear, AZ, United States	Lead	Other	N/A	No	greenhouse-api	https://careers.hellofresh.com/global/en/job/7642627?gh_jid=7642627
